,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8926,867185419692280481,https://www.airbnb.com/rooms/867185419692280481,20240905174946,2024-09-05,city scrape,Spacious 3 BR City Villa in Amsterdam with Garden,This comfortable city villa is in the city's bustling Amsterdam North. Within 15 minutes you are the city center of Amsterdam. The property has a lovely sunny garden with relaxing picnic table to spend summer evenings. The house has 3 bedrooms on the 1st floor and a large living room with luxury kitchen on the ground floor.,,https://a0.muscache.com/pictures/miso/Hosting-867185419692280481/original/082eb8a0-fb9b-4554-b8ee-6e45966f2038.jpeg,5279490,https://www.airbnb.com/users/show/5279490,Joost,2013-03-01,"Amsterdam, Netherlands","Hi, I'm Joost, I love traveling, outdoor activities, meeting with friends on a sunny terrace and sunset at the beach. I live in Amsterdam, but I love to explore other places!
",,,73%,f,https://a0.muscache.com/im/users/5279490/profile_pic/1432464441/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5279490/profile_pic/1432464441/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Noord-West,,52.4035430530946,4.898436019507514,Entire home,Entire home/apt,6,1.5,1.5 baths,3.0,3.0,"[""Dishes and silverware"", ""Coffee"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Cleaning products"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Oven"", ""Free dryer \u2013 In unit"", ""EV charger"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Induction stove"", ""Hangers"", ""Dining table"", ""Essentials"", ""Free street parking"", ""TV"", ""Long term stays allowed"", ""Freezer"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$425.00,1,1125,1.0,28.0,73.0,1125.0,25.5,170.2,,t,0,27,57,87,2024-09-05,9,3,0,2023-05-02,2024-01-31,4.33,4.44,3.78,5.0,4.67,4.56,4.22,0363 AF8A 037E 32FC 5A5E,f,1,1,0,0,0.55
8949,696369492655246132,https://www.airbnb.com/rooms/696369492655246132,20240905174946,2024-09-05,city scrape,Familiehuis met 3 slaapkamers & gratis parkeren,"Within 10 minutes you are by bike at the NDSM wharf where you can catch the free ferry to Amsterdam Central Station.<br /><br />On the other side you are within 10 minutes by bike in the beautiful nature reserve t Twiske. <br /><br />Free parking. At the rear of the house, a wonderfully sheltered garden with sun from morning to evening to relax. At the front a courtyard with a shared garden, where no cars are allowed to come and kids can play freely.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Njk2MzY5NDkyNjU1MjQ2MTMy/original/06c53b99-cbc2-4f9a-ab7c-2403ef4e1382.jpeg,3269925,https://www.airbnb.com/users/show/3269925,Alexandra,2012-08-15,"Amsterdam, Netherlands",My name is Alexandra and I live together with my two kids of 10 & 8 years in Amsterdam Noord since 4 years.,within a day,100%,39%,f,https://a0.muscache.com/im/pictures/user/c73d1b79-916f-4a89-9d1e-929ddc5ac8a6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c73d1b79-916f-4a89-9d1e-929ddc5ac8a6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Noord-West,,52.406998,4.904777,Entire home,Entire home/apt,5,1.0,1 bath,3.0,4.0,"[""Dishes and silverware"", ""Toaster"", ""Coffee"", ""Washer"", ""Outdoor furniture"", ""Piano"", ""Cooking basics"", ""BBQ grill"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Sound system"", ""Blender"", ""Microwave"", ""Clothing storage"", ""Children\u2019s books and toys for ages 5-10 years old"", ""Refrigerator"", ""Wine glasses"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Private entrance"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Outdoor playground"", ""Room-darkening shades"", ""Heating"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Children\u2019s bikes"", ""Kitchen"", ""Bed linens""]",$275.00,3,363,3.0,3.0,363.0,363.0,3.0,363.0,,t,9,18,34,294,2024-09-05,5,5,2,2024-06-02,2024-08-19,5.0,4.8,4.8,4.8,5.0,4.8,4.0,0363 5BF4 57D4 2C72 4D03,f,1,1,0,0,1.56
8953,588020,https://www.airbnb.com/rooms/588020,20240905174946,2024-09-05,city scrape,Large 3 bedroom apartment surrounde,,the apartment is surrounded  has a grand cafe in the corner with a large terrace overlooking the canal <br />a couple of small restaurants all with terraces overlooking the canals <br />this area has a local flavour and  is only 12 to 15 minutes walk to the busy centre and main touristic attractions,https://a0.muscache.com/pictures/65860041/03f07142_original.jpg,1759884,https://www.airbnb.com/users/show/1759884,Ivan,2012-02-16,"Amsterdam, Netherlands",Welcome to Amsterdam. We are sure you will enjoy your stay in this wonderful city and look forward to hearing from you should you have any questions!,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/2a347af9-6c4f-4224-8590-e1baa94975bf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2a347af9-6c4f-4224-8590-e1baa94975bf.jpg?aki_policy=profile_x_medium,Oostelijke Eilanden en Kadijken,3,3,"['email', 'phone']",t,t,"Amsterdam, North Holland, Netherlands",Centrum-Oost,,52.36918,4.91316,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,6.0,"[""Dishes and silverware"", ""Dining table"", ""Kitchenette"", ""Iron"", ""Heating"", ""Coffee maker"", ""Hair dryer"", ""Keypad"", ""Microwave"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""TV with standard cable""]",$421.00,3,90,2.0,5.0,2.0,90.0,3.2,89.6,,t,9,13,20,256,2024-09-05,339,56,3,2015-02-12,2024-08-21,4.55,4.65,4.6,4.76,4.59,4.76,4.39,Exempt,f,3,3,0,0,2.91
8962,662894750504612318,https://www.airbnb.com/rooms/662894750504612318,20240905174946,2024-09-05,city scrape,Lovely 3 bed with sunny garden,"This bright, spacious flat with a sunny private terrace is located in the middle of trendy Oost (east) full of brilliant cafes, bars and resturants. Next door to the park, 5-min from the Amstel and 15min from central it's perfectly located for visit to beautiful Amsterdam. The 2.5 bedrooms (2 bedrooms one snug) comfortably sleep 6.",,https://a0.muscache.com/pictures/miso/Hosting-662894750504612318/original/499f22b9-5971-4025-8201-ac1b52fcdf8b.jpeg,5471836,https://www.airbnb.com/users/show/5471836,Emily,2013-03-15,"Amsterdam, Netherlands",Arrived in london today from australia,within a day,90%,22%,f,https://a0.muscache.com/im/users/5471836/profile_pic/1441142564/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5471836/profile_pic/1441142564/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Oud-Oost,,52.35653,4.91534,Entire condo,Entire home/apt,6,1.5,1.5 baths,3.0,3.0,"[""Dishes and silverware"", ""Toaster"", ""Washer"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Lockbox"", ""Cleaning products"", ""Refrigerator"", ""Bathtub"", ""Oven"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Backyard"", ""Heating"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""Kitchen"", ""Bed linens""]",$400.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,3,3,3,62,2024-09-05,8,4,1,2022-08-08,2024-08-12,4.75,4.88,4.63,4.88,5.0,5.0,4.5,0363 B01D E7E2 F9D7 3111,f,1,1,0,0,0.32
9002,1713147,https://www.airbnb.com/rooms/1713147,20240905174946,2024-09-05,city scrape,spacious & beautiful FAMILY house,,,https://a0.muscache.com/pictures/miso/Hosting-1713147/original/afe7d850-b2c3-4d97-93de-ff0b5603fff5.jpeg,9035487,https://www.airbnb.com/users/show/9035487,Sjouke Julia,2013-09-24,"Amsterdam, Netherlands",,,,,f,https://a0.muscache.com/im/users/9035487/profile_pic/1380059911/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9035487/profile_pic/1380059911/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,De Pijp - Rivierenbuurt,,52.33917,4.89633,Entire townhouse,Entire home/apt,6,1.0,1 bath,4.0,4.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Washer"", ""Dedicated workspace"", ""Pets allowed"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Free parking on premises"", ""Bathtub"", ""Extra pillows and blankets"", ""Oven"", ""Hair dryer"", ""Children\u2019s books and toys"", ""EV charger"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Backyard"", ""Books and reading material"", ""Heating"", ""Freezer"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",$303.00,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,,t,0,0,0,0,2024-09-05,23,0,0,2013-10-22,2023-02-28,4.78,4.74,4.78,4.91,4.91,4.7,4.73,0363 2B55 CF33 42C9 AC00,f,1,1,0,0,0.17
9028,1205029851431982213,https://www.airbnb.com/rooms/1205029851431982213,20240905174946,2024-09-05,city scrape,Airy Amsterdam Apartment,"Kick back and relax in this calm, stylish space.  Located in the adorable Maasstraat neighbourhood.  Minutes walk to bike rental, bakery, wine shop, grocers, and excellent coffee.  Well connected by transit, it's 2 minute walk to the tram or subway.   Inside the city ring, but stay where the locals live.  A few tram stops from the lively de Pijp neighbourhood, but come home to sleep in a quiet space.",,https://a0.muscache.com/pictures/miso/Hosting-1205029851431982213/original/eb5bb80d-5e3c-4f2d-b1a6-ef4edf48bdd0.jpeg,540087,https://www.airbnb.com/users/show/540087,Michelle,2011-04-27,"Amsterdam, Netherlands",I'm a designer and so is my husband!  We have 2 kids and we appreciate keeping things easy and uncomplicated.  We are Canadians living in Amsterdam and we ride our bikes or walk everywhere we go. Most of our travel involves outdoor adventure since we get to enjoy living in a great city all year round.,within an hour,100%,67%,f,https://a0.muscache.com/im/users/540087/profile_pic/1433158811/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/540087/profile_pic/1433158811/original.jpg?aki_policy=profile_x_medium,Jordaan,3,3,"['email', 'phone']",t,t,,De Pijp - Rivierenbuurt,,52.34272439999999,4.894858900000001,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Smoke alarm"", ""Washer"", ""TV"", ""BBQ grill"", ""Wifi"", ""Kitchen""]",$404.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,0,10,2024-09-05,2,2,2,2024-08-12,2024-08-19,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0363 148C E22D 8889 5017,f,2,2,0,0,2.0
9029,729432521346014167,https://www.airbnb.com/rooms/729432521346014167,20240905174946,2024-09-05,city scrape,Brand new luxurious & bright villa in Amsterdam,Forget all your worries in this spacious and serene house incl garden & park around the corner. A small little 'island' with 6 villas in a quiet & green area. This is the ultimate escape right around the corner of our city centre. Step outside of the house and take a nice walk in Sieger park or walk to Nieuwe Meer for some fresh air. <br /><br />✔  6 comfortabele bedrooms<br />✔  Big garden<br />✔  Schiphol Airport (10 minutes) <br />✔  Free parking (2 cars) <br />✔  12 minute walk to the tram <br />✔  High-speed Wi-Fi<br />✔  SmartTV,,https://a0.muscache.com/pictures/miso/Hosting-729432521346014167/original/a3ce00dc-5236-43d1-9469-fe1d82839926.jpeg,4456680,https://www.airbnb.com/users/show/4456680,Neal Estate,2012-12-21,"Amsterdam, Netherlands","Hi, my name is Neal and I am the proud owner of Neal Estate. I have extensive experience traveling and working all over the world, with my base in Amsterdam. After hosting on Airbnb for over 10 years, I have honed my skills in making guests feel at home and providing top-notch service. In fact, I have been awarded the title of ""Super Host"" for 20 consecutive times, which is a testament to my commitment to providing a great experience for my guests.

Whether you're looking for a place to stay in Amsterdam or Bali, I have got you covered. I take pride in my listings and ensure that each one is well-maintained and well-equipped to meet all your needs. And, if you need any help or have any questions, I am always just a message away. So, don't hesitate to reach out to me if you need any assistance. I can't wait to welcome you to one of my amazing properties!",within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/945b3956-53a3-4474-b4f6-59dfd5d276b2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/945b3956-53a3-4474-b4f6-59dfd5d276b2.jpg?aki_policy=profile_x_medium,,34,56,"['email', 'phone']",t,t,,De Aker - Nieuw Sloten,,52.3416226,4.818144,Entire villa,Entire home/apt,12,3.5,3.5 baths,6.0,12.0,"[""Crib - available upon request"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Garden view"", ""The Spa Collection shampoo"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Coffee"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Portable fans"", ""AEG stainless steel single oven"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Sun loungers"", ""Smart lock"", ""AEG stainless steel induction stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Wine glasses"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Private entrance"", ""The Spa Collection conditioner"", ""The Spa Collection body soap"", ""Safe"", ""Park view"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""55 inch HDTV with Netflix"", ""Hair dryer"", ""AEG refrigerator"", ""Self check-in"", ""Free driveway parking on premises \u2013 2 spaces"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Private BBQ grill: charcoal"", ""Long term stays allowed"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Children\u2019s bikes"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$819.00,3,365,3.0,5.0,365.0,365.0,5.0,365.0,,t,22,44,74,165,2024-09-05,7,7,0,2024-01-02,2024-06-09,5.0,5.0,4.86,5.0,5.0,4.86,4.86,Exempt,t,19,19,0,0,0.85
9045,743259360908281140,https://www.airbnb.com/rooms/743259360908281140,20240905174946,2024-09-05,city scrape,Bright & Spacious 2BR Amsterdam Home Erasmuspark,"Traditional Amsterdam home with big bay windows overlooking Erasmuspark offers a lot of natural light, canal views and a peaceful neighborhood ambiance while still easily accessible to city center action. <br /><br />Two bedrooms + Loft with put-up bed. Sleeps up to 6. Big kitchen for those that like to cook! Many bars & cafes within walking distance. Well connected via public transportation.","Peaceful neighborhood with many cafes, bars and grocery stores within walking distance. Close to the popular Bos en Lommerplein area. <br /><br />House overlooks Erasmusparks which is enjoyable for people of all ages and also provides lovely views with a canal and lots of greenery.",https://a0.muscache.com/pictures/hosting/Hosting-743259360908281140/original/da47bd19-d011-4596-a854-484b44013d6f.jpeg,9268181,https://www.airbnb.com/users/show/9268181,Courtney,2013-10-06,"Amsterdam, Netherlands","Originally from Portland, Oregon, I live in Amsterdam with my husband and our lovely Dutch dog Tobias. We take every chance we get to explore new parts of the world. 

I look forward to meeting you if our paths cross!",within a few hours,100%,75%,f,https://a0.muscache.com/im/pictures/user/c6c404d1-6696-4811-b91b-2842d742eb99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c6c404d1-6696-4811-b91b-2842d742eb99.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone', 'work_email']",t,t,"Amsterdam, Noord-Holland, Netherlands",Bos en Lommer,,52.37386,4.85223,Entire condo,Entire home/apt,5,1.5,1.5 baths,2.0,2.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Pets allowed"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Stainless steel double oven"", ""Blender"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Shampoo"", ""Extra pillows and blankets"", ""Indoor fireplace: gas"", ""Paid street parking off premises"", ""Park view"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Wifi"", ""Exercise equipment: free weights, yoga mat"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Baking sheet"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""HDTV with Netflix"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",$312.00,5,10,5.0,5.0,10.0,10.0,5.0,10.0,,t,0,0,0,12,2024-09-05,11,2,1,2022-11-13,2024-08-09,4.73,4.82,4.55,4.73,4.82,4.45,4.27,0363 C8AE 3A48 4942 1988,f,1,1,0,0,0.5
9069,42289865,https://www.airbnb.com/rooms/42289865,20240905174946,2024-09-05,city scrape,Great Group accommodation for up to 13 people near,Beautiful and spacious flat close to the city center! We have two apartments with a common hall but each with its own entrance.,"The flat is situated in the middle of a business area, just outside the city center. The main crowds are during office hours from 9:00 am to 6:00 pm (Mon-Fri), so you can enjoy quiet evenings and weekends. There are only two neighboring properties in the area; the other Air BnB apartment and a home next to the apartment. The area is quiet and is considered safe.",https://a0.muscache.com/pictures/99d6f31c-a2bc-4941-ae5f-f4f97f74a98e.jpg,138369331,https://www.airbnb.com/users/show/138369331,Peter,2017-07-03,"Haarlem, Netherlands",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/5cdd95f8-5645-48c2-a5a5-89a4a836e1a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5cdd95f8-5645-48c2-a5a5-89a4a836e1a9.jpg?aki_policy=profile_x_medium,,3,20,['phone'],t,t,"Ouder-Amstel, Noord-Holland, Netherlands",Watergraafsmeer,,52.3362,4.93063,Entire rental unit,Entire home/apt,14,1.0,1 bath,4.0,13.0,"[""Toaster"", ""Dedicated workspace"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$299.00,2,1125,2.0,3.0,1125.0,1125.0,2.3,1125.0,,t,9,25,25,25,2024-09-05,101,31,0,2021-06-06,2024-07-21,4.52,4.58,4.33,4.65,4.84,4.19,4.34,,f,1,1,0,0,2.55
9071,39683469,https://www.airbnb.com/rooms/39683469,20240905174946,2024-09-05,city scrape,Penthouse in the city center with a stunning view,"Fully equipped luxury penthouse with an absolutely stunning view over the city, parking garage and a 40m2 Rooftop terras!!<br /><br />10 minutes walk from Central station and access to a private indoor parking space around the corner.<br /><br />I live in this apartment together with my girlfriend, which is why it so well equipped and it will not feel like a regular Airbnb/bb rental.<br /><br />We rent it out sometimes during holidays:)<br /><br />Per August 2021 the apartment will also be available as 1 or 2 year lease.","Very quiet street and neighborhood, but in 2 minutes walk you are at the red light district.",https://a0.muscache.com/pictures/miso/Hosting-39683469/original/0b0faa84-651f-4da4-a58c-6e7ab35bd4f1.jpeg,11086551,https://www.airbnb.com/users/show/11086551,Nick,2014-01-07,Monaco,"My name is Nick and together with my wife Anke we live in Monaco. 

We are lucky to have several beautiful properties and we rent them out from time to time. 

An apartment in Monaco, chalet in Morgins, Switzerland, villa in Wassenaar and an apartment in Amsterdam and in the Hague.


Please contact me if you have any questions.",within a day,55%,16%,f,https://a0.muscache.com/im/pictures/user/User-11086551/original/bf965fea-66f3-480c-88ae-ba81d5461421.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-11086551/original/bf965fea-66f3-480c-88ae-ba81d5461421.jpeg?aki_policy=profile_x_medium,Nieuwmarkt en Lastage,4,6,"['email', 'phone', 'work_email']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,,52.37159,4.90424,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2.0,4.0,"[""Dishes and silverware"", ""Washer"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Canal view"", ""Hair dryer"", ""Indoor fireplace"", ""Elevator"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Breakfast"", ""Essentials"", ""City skyline view"", ""Heating"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen""]",$300.00,25,740,25.0,25.0,740.0,740.0,25.0,740.0,,t,5,35,65,283,2024-09-05,6,1,0,2019-11-22,2024-03-14,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0363 82CA 576D 6663 1A7C,f,1,1,0,0,0.1
9088,21301815,https://www.airbnb.com/rooms/21301815,20240905174946,2024-09-05,city scrape,"Amsterdam townhouse + sauna, 165m2","OUR 3 FLOOR TOWNHOUSE comprises a sauna, garden, 4 bedrooms, 2 toilets, bath & separate shower, laundry room. The large living room, with a modern-rustic feel to it, has an open kitchen and sun room which opens to the garden. <br /><br />BEDROOMS: <br />Bedroom 1: king size bed. <br />Bedroom 2: tree house bed that accommodates 2 children or alternatively grownups (mattresses are 2 meters long). <br />Bedroom 3: large couch that turns into a comfortable double bed. <br />Bedroom 4: double bed.","Combine the magic of Amsterdam with the serenity of this tranquil location, renowned for its avantgarde architecture! <br />IJburg is one of the safest, most stress-free spots in Amsterdam, 12 minutes by tram from the center, the tram going often. The house is on one of the loveliest streets of IJburg, with practically no traffic at all; all you hear at night are the ducks in the canal down below. There’s a picturesque little harbour at walking distance with trendy restaurants and bars as well as a park and two beaches. One of the beaches has a bar/restaurant.",https://a0.muscache.com/pictures/57afed5f-9add-4764-a566-4b62f8cd66d5.jpg,61403264,https://www.airbnb.com/users/show/61403264,E.,2016-03-03,"Amsterdam, Netherlands","Raised on Ibiza, now much enjoying life in Amsterdam with my daughter.  ",within an hour,100%,71%,f,https://a0.muscache.com/im/pictures/user/8af274b9-0a0a-43de-b4a1-81ad725acdca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8af274b9-0a0a-43de-b4a1-81ad725acdca.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",IJburg - Zeeburgereiland,,52.3515,4.9983,Entire home,Entire home/apt,7,1.5,1.5 baths,4.0,5.0,"[""Dishes and silverware"", ""HDTV with Amazon Prime Video, Netflix, standard cable"", ""Washer"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Pets allowed"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Lake access"", ""Bathtub"", ""Extra pillows and blankets"", ""Beach essentials"", ""Oven"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Baby monitor"", ""Indoor fireplace"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Backyard"", ""Heating"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Board games"", ""Fire pit"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$750.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,0,3,15,20,2024-09-05,13,4,0,2017-10-22,2024-07-03,5.0,5.0,5.0,5.0,5.0,4.92,4.77,0363 CE63 B5AC F46A C3F2,f,1,1,0,0,0.16
