,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8299,936982067497294893,https://www.airbnb.com/rooms/936982067497294893,20240905174946,2024-09-05,city scrape,Charming apartment in central yet quiet location,"Experience vibrant Amsterdam in style! Welcome to our charming one-bedroom apartment in the center of Amsterdam. Located on a quiet residential street, our cozy and stylish home offers a tranquil haven, where you can unwind and rejuvenate for your next urban adventure!<br />Explore the Amsterdam Canals only steps away or visit popular attractions such as the Museum Square, Anne Frank House or The Hermitage!<br /><br />Book your stay now and immerse yourself in the unique atmosphere of this beautiful city!","Our neighborhood offers a unique mix of historical charm and vibrant activity. Surrounded by the enchanting canal belt, this is one of the most sought after locations in the city.<br /><br />You'll marvel at the picturesque canal houses and scenic bridges that characterize the neighborhood. Take a leisurely stroll along the water or enjoy a boat trip through the canals to experience the beauty of Amsterdam.<br /><br />The neighborhood is known for its varied shops, boutiques and cozy cafes and restaurants. Whether you're looking for trendy boutiques, local artisanal shops, or international cuisines, you'll find it all in the immediate vicinity.<br /><br />The proximity to the city center of Amsterdam means that you have easy access to iconic attractions such as the Rijksmuseum, the Van Gogh Museum and the Anne Frank House. In addition, there are several theatres, cinemas and nightlife options nearby so you can enjoy a vibrant cultural scene.<br /><br />For nature lovers, the Vondelpark",https://a0.muscache.com/pictures/miso/Hosting-936982067497294893/original/c3526ff8-92cb-4b61-8188-6de6aee536bb.jpeg,9939424,https://www.airbnb.com/users/show/9939424,Seyna,2013-11-11,"Amsterdam, Netherlands",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-9939424/original/1e30baad-27cc-4788-9100-9c5d81dfb5a0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-9939424/original/1e30baad-27cc-4788-9100-9c5d81dfb5a0.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,,52.362658215328295,4.89349689334631,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Dishes and silverware"", ""Garden view"", ""Body soap"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""BBQ grill"", ""Hot water"", ""Sun loungers"", ""Iron"", ""Cleaning products"", ""Stainless steel double oven"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Paid street parking off premises"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""TV"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$300.00,3,30,3.0,3.0,30.0,30.0,3.0,30.0,,t,6,6,6,6,2024-09-05,4,2,0,2023-07-28,2023-10-11,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0363 74F5 14F5 3B9F 53FB,f,1,1,0,0,0.3
8308,894970962027121793,https://www.airbnb.com/rooms/894970962027121793,20240905174946,2024-09-05,city scrape,Your own apartment in the city,"Beautiful, cozy and spacious apartment in a quiet part of Amsterdam City. Perfect location, just 5 minutes walking from the popular area ""De Pijp"" and 5 minutes walking to the tram that gets you to the city center. Spacious living room and bedroom, with a balcony. The apartment has a beautiful view over the Amstel river and is situated on the third floor. Enjoy the vibrant city of Amsterdam without having to stay in the touristic and busy areas!",Very friendly and quiet neighborhood,https://a0.muscache.com/pictures/1b45f6b4-4588-4351-8b62-9e9b57c751fc.jpg,39679284,https://www.airbnb.com/users/show/39679284,Henry,2015-07-27,"Amsterdam, Netherlands","I live in Amsterdam and am often abroad for work, so feel free to book my apartment!",within a day,100%,40%,f,https://a0.muscache.com/im/pictures/user/User-39679284/original/55c69613-153f-41ce-a2dd-b26ecc75657b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-39679284/original/55c69613-153f-41ce-a2dd-b26ecc75657b.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,,52.34868,4.90797,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Coffee"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Private patio or balcony"", ""Piano"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Stainless steel oven"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Sonos 4 speaker system sound system"", ""Cleaning products"", ""Blender"", ""Clothing storage: closet"", ""Refrigerator"", ""Canal view"", ""Coffee maker: espresso machine"", ""Central air conditioning"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Private gym"", ""Paid street parking off premises"", ""Safe"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""TV"", ""Baking sheet"", ""Long term stays allowed"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",$316.00,3,14,3.0,3.0,14.0,14.0,3.0,14.0,,,25,55,85,85,2024-09-05,0,0,0,,,,,,,,,,0363 A757 7492 E9A4 9A87,f,1,1,0,0,
8310,17519995,https://www.airbnb.com/rooms/17519995,20240905174946,2024-09-05,city scrape,Romantic Panorama Suite; Mandelahuisje,"**brand new**<br /><br />Sleeping up to 2 guests in luxury surroundings, this fantastic holiday home makes the perfect choice for your stay in Amsterdam!<br /><br />This Romantic Panorama Suite is a unique B&B with 360 degree views over the IJ. <br />50m2 underfloor heating, flat screen TV, free minibar and Wi-Fi, and a rich, local breakfast made by a hostess.","The Romantic Panorama Suite is located in the southern tip of North Amsterdam, opposite Central Station. 1 km from the palace on the Dam, and 1, 7km from the Anne Frank House. Amsterdam North has an industrial feel and became one of the coolest neighbourhoods over the last years. More and more hotspots are popping up! Visit urban beaches like Café de Ceuvel and Pllek! Both perfect spots to relax and enjoy the warm weather on the waterfront. Other nice places overlooking the IJ-lake are film museum EYE (enjoy the sunset on their beautiful terrace!), seafood restaurant Stork and THT restaurant. One of our favourite areas in Amsterdam North is the NDSM Wharf. Known as one of the best festival locations of Amsterdam. North is also the place to be for vintage and thrift shopping. You can’t miss the monthly flea market in the IJ-hallen, a true second hand heaven. <br /><br />Amsterdam Noord is upcoming and hip, with the Tolhuistuin, Eye Film Museum, and countless new hotspots such as the Caf",https://a0.muscache.com/pictures/067c16b2-e12e-48ac-a42f-2324deab8728.jpg,115128469,https://www.airbnb.com/users/show/115128469,Ilco,2017-02-06,"Amsterdam, Netherlands","Ilco van der Linde (Haarlem, 7 december 1963) is de initiatiefnemer en organisator van diverse nationale en internationale campagnes en bewegingen voor verschillende maatschappelijke doelen. Hij begon op zijn vijftiende met Bevrijdingspop in Haarlem. Van 1989 tot 1995 was hij in opdracht van het Nationaal Comité 4 en 5 mei organisator van bevrijdingsfestivals in heel Nederland. Hij organiseerde van 1995 tot en met 2001 voor het Nationaal Comité 4 en 5 mei ook het Nationale Bevrijdingsconcert voor Koninklijk Theater Carré op de Amstel in Amsterdam.",within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/cca9f430-13fd-4484-86a2-a169f72a37f5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cca9f430-13fd-4484-86a2-a169f72a37f5.jpg?aki_policy=profile_x_medium,IJplein en Vogelbuurt,1,2,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-West,,52.38027,4.9051,Room in bed and breakfast,Hotel room,2,1.0,1 private bath,0.0,1.0,"[""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Single level home"", ""Bathtub"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Backyard"", ""Heating"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",$324.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,12,26,44,293,2024-09-05,45,7,1,2017-04-11,2024-08-09,4.89,4.84,4.76,4.84,4.73,4.91,4.58,Exempt,t,1,0,0,0,0.5
8316,414865,https://www.airbnb.com/rooms/414865,20240905174946,2024-09-05,city scrape,"Charming house, perfect for two!","This charming apartment is located in the popular ‘Hoofddorpplein’ district with lots of shops, restaurants and terraces. <br />Easy access to all major attractions in Amsterdam; nightlife, museums, shops, the famous Vondelpark and restaurants; all just around the corner!<br /><br />By taxi just 20 minutes away from Schiphol Airport. Very good connected public transport from the Airport to my place. ( train and tram)","Located the popular ‘Hoofddorpplein’ district with lots of shops, restaurants and terraces. <br />Easy access to all major attractions in Amsterdam; nightlife, museums, shops, the famour Vondelpark and restaurants; all just around the corner!",https://a0.muscache.com/pictures/miso/Hosting-414865/original/7aa9430d-36f9-464a-a905-867ecdefaf5a.jpeg,2063261,https://www.airbnb.com/users/show/2063261,Miranda,2012-04-03,"Amsterdam, Netherlands","Hi there. I like to travel from time to time and in the mean time you can stay in my cosy house with cosy garden. You can have breakfast there in the morning and relax on the lounge sofa in the evenings. BBQ available. 
",within a day,100%,19%,f,https://a0.muscache.com/im/users/2063261/profile_pic/1337539924/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2063261/profile_pic/1337539924/original.jpg?aki_policy=profile_x_medium,Hoofddorppleinbuurt,1,2,"['email', 'phone']",t,t,"Amsterdam, North Holland, Netherlands",Zuid,,52.35043,4.84676,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Toaster"", ""Coffee"", ""Barbecue utensils"", ""Private backyard \u2013 Fully fenced"", ""Washer"", ""Coffee maker"", ""Outdoor furniture"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""TV with standard cable"", ""Hot water"", ""Pocket wifi"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Host greets you"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$195.00,4,30,4.0,4.0,30.0,30.0,4.0,30.0,,t,0,3,33,33,2024-09-05,11,2,1,2015-08-03,2024-08-11,4.91,4.91,4.73,4.91,5.0,4.73,4.82,0363 DC39 26C1 3541 47BF,f,1,1,0,0,0.1
8330,633354846526546363,https://www.airbnb.com/rooms/633354846526546363,20240905174946,2024-09-05,city scrape,Rustig appartement in levendige buurt “De Pijp”,"Want to experience like a real local A'dam? <br /><br />Have a nice breakfast in one of the countless places in the Pijp. <br />Walking to the canals.<br />Without looking, come across the nicest pubs and restaurants. <br /><br />Then this centrally located apartment, tastefully decorated by the owners Tom and Doortje, really something for you!<br /><br />Enjoy this wonderful place in one of the most beautiful neighborhoods of A'damm!","The apartment is located in one of the nicest neighborhoods of Amsterdam: the pipe! The street itself is nice and quiet, but within walking distance you will find the famous Albert Cuyp market (350 m), where you can also find countless nice bars and restaurants. <br /><br />Also our favorite bar- and shopping street The Utrechtsestraat is around the corner (450 m), where you will not only find all the nice bars and boutiques, but also the historic canals start so characteristic of Amsterdam. Here you will also find the royal theatre Carré and the Hermitage. <br /><br />Around the corner is a hotel where you can rent bicycles. The perfect way to discover Amsterdam! <br /><br />At the Amstel (400 m) there is a rental for boats, so that you can explore the canals like a real Amsterdammer. <br /><br />For more tips, do not hesitate to message us! <br /><br />Practical info<br />Within walking distance are also:<br />- Multiple supermarkets <br />- A pharmacy <br />- Multiple beauty salons ",https://a0.muscache.com/pictures/49a691fa-2d89-4c40-ab43-3934b0b475f6.jpg,66882400,https://www.airbnb.com/users/show/66882400,Doortje,2016-04-12,"Amsterdam, Netherlands",,within a day,100%,75%,f,https://a0.muscache.com/im/pictures/user/fd267e78-2899-4950-9ac8-9dd1f8f5498c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fd267e78-2899-4950-9ac8-9dd1f8f5498c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,,52.3568,4.90213,Entire condo,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Dishes and silverware"", ""Garden view"", ""Free washer \u2013 In unit"", ""Body soap"", ""Central heating"", ""Private backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""BBQ grill"", ""Hot water"", ""Stainless steel oven"", ""Smoke alarm"", ""Smart lock"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Refrigerator"", ""Crib"", ""Wine glasses"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$312.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,9,13,16,16,2024-09-05,15,7,1,2022-06-30,2024-08-10,5.0,4.93,5.0,5.0,5.0,4.93,5.0,0363 8C20 07B2 6295 6164,f,1,1,0,0,0.56
8336,590236,https://www.airbnb.com/rooms/590236,20240905174946,2024-09-05,city scrape,Our Cozy Third floor Home,,,https://a0.muscache.com/pictures/5d077aad-816a-40d1-a4e2-df9c3199a0ac.jpg,2912339,https://www.airbnb.com/users/show/2912339,Kelli,2012-07-12,"Amsterdam, Netherlands",I am American living with my Dutch boyfriend in Holland. we love our home and life in general. who doesnt?! :-) we hope that you would feel at home in our house but treat it as you would your own home. ,within a day,100%,47%,f,https://a0.muscache.com/im/users/2912339/profile_pic/1342088604/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2912339/profile_pic/1342088604/original.jpg?aki_policy=profile_x_medium,Oud-West,1,1,"['email', 'phone', 'work_email']",t,t,,De Baarsjes - Oud-West,,52.36809,4.85436,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Washer"", ""Pets allowed"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Sound system"", ""Shared patio or balcony"", ""Microwave"", ""Refrigerator"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Essentials"", ""Books and reading material"", ""TV"", ""Board games"", ""Outdoor dining area"", ""Kitchen"", ""Bed linens""]",$150.00,3,7,3.0,3.0,7.0,7.0,3.0,7.0,,t,2,2,2,37,2024-09-05,54,6,0,2012-11-05,2024-05-21,4.87,4.91,4.85,4.89,4.94,4.8,4.87,0363 058A D932 3063 B1F7,f,1,1,0,0,0.37
8338,1192778694447376593,https://www.airbnb.com/rooms/1192778694447376593,20240905174946,2024-09-05,city scrape,Nice Apartment with Garden,"Welcome to our delightful 90m² apartment, perfectly situated in the vibrant southwest of Amsterdam! Ideal for families, friends, business travelers, offering comfort for up to 4 guests.<br />- **Prime Location:**<br />- **Sunny Terrace and Garden:**<br />- **Spacious Living Area:**<br />- **Fully Equipped Kitchen:**<br />- **Two Comfortable Bedrooms:**<br />- **Modern Bathroom:**<br />- **Convenient Amenities:**<br />**Excellent Connectivity to airport and central station**<br />Experience the charm of Amsterdam from our lovely apartment!",,https://a0.muscache.com/pictures/hosting/Hosting-1192778694447376593/original/e0bf5133-0cc9-4a88-8dd3-7c8e1c30eb58.jpeg,44370603,https://www.airbnb.com/users/show/44370603,Manon,2015-09-16,"Amsterdam, Netherlands",,within a day,100%,50%,f,https://a0.muscache.com/im/pictures/user/User-44370603/original/e9e69584-6f51-4351-9424-824ef1a106c8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-44370603/original/e9e69584-6f51-4351-9424-824ef1a106c8.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Zuid,,52.348158395169904,4.846139515421776,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Paid parking on premises"", ""Smoke alarm"", ""Washer"", ""Outdoor dining area"", ""First aid kit"", ""Wifi"", ""Kitchen""]",$190.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,0,0,0,60,2024-09-05,1,1,0,2024-08-05,2024-08-05,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0363 D783 8685 BA9E D2F0,f,1,1,0,0,0.94
8344,3856186,https://www.airbnb.com/rooms/3856186,20240905174946,2024-09-05,city scrape,Charming. Very well located family appartement,Charming historic but modern apartment located on a quiet canal. Around the corner you find the characteristic Prinseneiland with his old houses. The funniest shopping street in the Netherlands and the Jordan on a five minutes walk. Tram on the corner.,"Our neighborhood offers a unique combination of tranquility and proximity to the nicest part of the city center. Our neighbourhood is quiet and sympathic - if you read Dutch  you can borrow a book from our street library . You'll find a bakery, a small grocery store,  bar, restaurants and large playground around the corner.<br />On Saturday, Monday and Wednesday charming markets within walking distance.<br />The opposite islands really deserve a scroll.",https://a0.muscache.com/pictures/68d3fab2-fbe0-42ef-a42c-77c44a8fa5d3.jpg,19892498,https://www.airbnb.com/users/show/19892498,Annemarie,2014-08-12,"Amsterdam, Netherlands","Ik ben freelance journalist, docent en antropoloog. Dol op Amsterdam, maar ook op het ontdekken van andere plekken. Met man en drie kinderen reis ik graag. We houden van natuur en  wandelen, maar ook van cultuur. De mooiste reiservaringen zijn voor ons die waar we bij vrienden of bekenden logeren en ons zo minder toerist en meer tijdelijk inwoner voelen. Airbnb zie ik als een mooie manier om dat gevoel te benaderen. ",within a day,100%,50%,f,https://a0.muscache.com/im/users/19892498/profile_pic/1436730502/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19892498/profile_pic/1436730502/original.jpg?aki_policy=profile_x_medium,Spaarndammer en Zeeheldenbuurt,1,1,"['email', 'phone']",t,t,"Amsterdam, North Holland, Netherlands",Centrum-West,,52.38789,4.88825,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Dishes and silverware"", ""Washer"", ""Game console"", ""Babysitter recommendations"", ""Kitchen"", ""Coffee maker"", ""Cooking basics"", ""Changing table"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Bathtub"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""High chair""]",$300.00,5,10,3.0,5.0,10.0,10.0,5.0,10.0,,t,1,3,4,251,2024-09-05,35,2,1,2017-04-13,2024-08-29,4.97,4.97,5.0,5.0,4.97,4.94,4.76,0363 1629 F5DE 1FEB 23DD,f,1,1,0,0,0.39
8345,37906018,https://www.airbnb.com/rooms/37906018,20240905174946,2024-09-05,city scrape,Cosy 1920s house in Amsterdam North,"Beloved future guests! <br /><br />Welcome at our 1920s house with open kitchen and small front and rear garden. <br /><br />Our house is 1min. away from the best coffee, located in Amsterdam Noord-5 minutes from NDSM (best sourdough bread) & 15 min. from the Central Station by ferry. The North is a lovely place to be in town- an emerging neigborhood with new, local bars, restaurants, the biggest flee market in Europe (IJhallen), climbing wall, free parking & a nature park (Het Twiske) for nature lovers close by.","We are at 1 minute walking from a lovely cafe Lokaal Spaanders for easy breakfasts, wines and dinner, and het Zonnehuis, where Paradiso organizes concerts-check out the calendar.<br /><br />We are at 3 minutes cycling from the best 2 pizza places in Amsterdam Noord: Quebec and De Klaproos (where you can play pingpong and other great games)<br /><br />We are at 5 min cycling from NDSM terrain, with Sexyland, Noorderlicht, Pllek and every month the biggest fleemarket of Europe: De IJhallen<br /><br />We are at 10 minutes cycling from: Food, concerts, Eye cinema and restaurant, Club Casco, Club Shelter<br /><br />We are at 15 minutes from Central Station to reach the city centre, and 15 minutes from other hotspots in Amsterdam Noord (e.g. skatecafe, Monk, FC Hyena,",https://a0.muscache.com/pictures/hosting/Hosting-37906018/original/57a7ae6f-c7a5-458c-9d56-3adf37deed37.jpeg,24483639,https://www.airbnb.com/users/show/24483639,Rubie,2014-12-04,"Amsterdam, Netherlands",,within a day,50%,33%,f,https://a0.muscache.com/im/pictures/user/f887c2b6-bb57-4704-805e-12d2d7ce2799.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f887c2b6-bb57-4704-805e-12d2d7ce2799.jpg?aki_policy=profile_x_medium,Tuindorp Oostzaan,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Noord-West,,52.41472,4.89167,Entire home,Entire home/apt,4,1.5,1.5 baths,3.0,2.0,"[""Dishes and silverware"", ""Washer"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Refrigerator"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Essentials"", ""Backyard"", ""Free street parking"", ""Heating"", ""Shampoo"", ""Private entrance"", ""Kitchen""]",$125.00,1,14,1.0,1.0,14.0,14.0,1.0,14.0,,t,27,56,86,361,2024-09-05,12,0,0,2019-08-24,2020-02-16,4.92,4.83,4.92,4.75,4.75,4.5,4.75,0363 EC0F 3008 6FCD 1DE3,f,1,1,0,0,0.2
8355,856911085937792912,https://www.airbnb.com/rooms/856911085937792912,20240905174946,2024-09-05,city scrape,Luxury apartment Amsterdam,"If you're looking for the perfect apartment in the heart of Amsterdam, look no further! This luxurious apartment has everything you need for a comfortable and romantic stay in the city.<br /><br />The apartment is just steps away from all the best shopping, dining, and entertainment options that Amsterdam has to offer.",,https://a0.muscache.com/pictures/miso/Hosting-856911085937792912/original/f4453df9-3104-4b14-b6bd-0efc2f71e9a6.jpeg,130235884,https://www.airbnb.com/users/show/130235884,Lucca,2017-05-14,"Aerdenhout, Netherlands",,within a day,80%,67%,f,https://a0.muscache.com/im/pictures/user/170b5bf4-5569-4a68-a285-d349e42af002.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/170b5bf4-5569-4a68-a285-d349e42af002.jpg?aki_policy=profile_x_medium,,1,2,['phone'],t,t,,Centrum-West,,52.3697089,4.8941101,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Smoke alarm"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Self check-in"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",$350.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,20,43,73,348,2024-09-05,19,10,0,2023-04-10,2024-07-07,4.95,4.68,4.74,4.95,4.74,4.95,4.37,0363 8FE9 B1FA 3B30 DA57,f,1,1,0,0,1.11
8361,22949488,https://www.airbnb.com/rooms/22949488,20240905174946,2024-09-05,city scrape,Home with garden in Amsterdam | sleeps 4,"Welcome to families & couples. Enjoy Amsterdam in the Summer. It’s the best time to visit the canals, the parks, the museums, the festivals. Stay in our 110m2 home with two kingsize beds and make yourself comfortable. Relax in the garden, enjoy the WiFi sound system, or get creative in the kitchen. There's FREE PARKING in front of the house. The tram is a 1-minute walk and brings you directly to Dam square,  Leidse square, the canals, Vondelpark etc.","Nieuw Sloten is a safe neighbourhood with lots of green. It was built under architecture to make the Olympics come to Amsterdam. Tramline 2 brings you straight into town and was voted one of the world’s most beautiful tram routes by National Geographic Travel. <br /><br />A windmill museum, a cheese farm and a local beer brewery, as well as the church where Rembrandt’s granddaughter got married are within walking distance. Just like the picturesque village of Oud Sloten and a small national park with protected bird life. <br /><br />When the sun drops, you can visit the nearby hotspots: A new rooftop restaurant and an underground club. Both are on 5-minute distance by tram. <br /><br />More restaurants, a shopping centre, grocery shops and free playgrounds are all close by.",https://a0.muscache.com/pictures/hosting/Hosting-22949488/original/50bd0e34-55b0-4072-9996-aa17822e7f94.jpeg,2341786,https://www.airbnb.com/users/show/2341786,Roosmarijn,2012-05-10,"Amsterdam, Netherlands","Hello, my name is Roos—a conceptual writer. I've lived in Paris and Ibiza, and traveled the world to finally come back to my hometown Amsterdam, where I feel settled at the moment. Trotting the globe, I've slept in noisy bunk beds to five star hotel rooms. In summer, we love travelling in our camper van, which brings us new family adventures. ",within a day,75%,14%,f,https://a0.muscache.com/im/pictures/user/eea2c6a8-3998-4157-ac47-bf036ecf1929.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eea2c6a8-3998-4157-ac47-bf036ecf1929.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Amsterdam, NH, Netherlands",De Aker - Nieuw Sloten,,52.34398,4.80157,Entire townhouse,Entire home/apt,4,1.0,1 bath,3.0,4.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Washer"", ""Game console"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Sonos sound system"", ""Cleaning products"", ""Blender"", ""Ethernet connection"", ""Bread maker"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Host greets you"", ""Park view"", ""Oven"", ""Hair dryer"", ""Children\u2019s books and toys"", ""EV charger"", ""Conditioner"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""Backyard"", ""Books and reading material"", ""Free street parking"", ""Heating"", ""Board games"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$333.00,3,30,3.0,3.0,30.0,30.0,3.0,30.0,,t,1,2,6,97,2024-09-05,13,0,0,2018-08-06,2023-08-13,4.92,4.92,4.85,5.0,5.0,4.38,4.85,0363 4A26 975A B9C3 2906,f,1,1,0,0,0.18
